Trade Date,Underlying,Product Type,Exchange,Volume
2017/10/19,SPY,S,BATS,299917
2017/10/19,SPY,S,CBOE,396909
2017/10/19,SPY,S,EDGX,41341
2017/10/20,SPY,S,BATS,339053
2017/10/20,SPY,S,CBOE,691415
2017/10/20,SPY,S,EDGX,50425
2017/10/23,SPY,S,BATS,232798
2017/10/23,SPY,S,CBOE,877237
2017/10/23,SPY,S,EDGX,38659
2017/10/24,SPY,S,BATS,210507
2017/10/24,SPY,S,CBOE,183939
2017/10/24,SPY,S,EDGX,15301
2017/10/25,SPY,S,BATS,504355
2017/10/25,SPY,S,CBOE,473170
2017/10/25,SPY,S,EDGX,34428
2017/10/26,SPY,S,BATS,192474
2017/10/26,SPY,S,CBOE,224298
2017/10/26,SPY,S,EDGX,15102
2017/10/27,SPY,S,BATS,282043
2017/10/27,SPY,S,CBOE,478953
2017/10/27,SPY,S,EDGX,28396
2017/10/30,SPY,S,BATS,188965
2017/10/30,SPY,S,CBOE,349735
2017/10/30,SPY,S,EDGX,16170
2017/10/31,SPY,S,BATS,156615
2017/10/31,SPY,S,CBOE,172624
2017/10/31,SPY,S,EDGX,9815
2017/11/01,SPY,S,BATS,265986
2017/11/01,SPY,S,CBOE,360128
2017/11/01,SPY,S,EDGX,26794
2017/11/02,SPY,S,BATS,250558
2017/11/02,SPY,S,CBOE,276256
2017/11/02,SPY,S,EDGX,24595
2017/11/03,SPY,S,BATS,240129
2017/11/03,SPY,S,CBOE,490233
2017/11/03,SPY,S,EDGX,30313
2017/11/06,SPY,S,BATS,140764
2017/11/06,SPY,S,CBOE,340396
2017/11/06,SPY,S,EDGX,17670
2017/11/07,SPY,S,BATS,203336
2017/11/07,SPY,S,CBOE,483099
2017/11/07,SPY,S,EDGX,39174
2017/11/08,SPY,S,BATS,196901
2017/11/08,SPY,S,CBOE,251770
2017/11/08,SPY,S,EDGX,36702
2017/11/09,SPY,S,BATS,408034
2017/11/09,SPY,S,CBOE,637963
2017/11/09,SPY,S,EDGX,53106
2017/11/10,SPY,S,BATS,253587
2017/11/10,SPY,S,CBOE,374791
2017/11/10,SPY,S,EDGX,39810
2017/11/13,SPY,S,BATS,144774
2017/11/13,SPY,S,CBOE,235647
2017/11/13,SPY,S,EDGX,27625
2017/11/14,SPY,S,BATS,215465
2017/11/14,SPY,S,CBOE,420401
2017/11/14,SPY,S,EDGX,38763
2017/11/15,SPY,S,BATS,304277
2017/11/15,SPY,S,CBOE,489241
2017/11/15,SPY,S,EDGX,52232
2017/11/16,SPY,S,BATS,237039
2017/11/16,SPY,S,CBOE,524247
2017/11/16,SPY,S,EDGX,52137
2017/11/17,SPY,S,BATS,186917
2017/11/17,SPY,S,CBOE,418118
2017/11/17,SPY,S,EDGX,47652
2017/11/20,SPY,S,BATS,87379
2017/11/20,SPY,S,CBOE,216496
2017/11/20,SPY,S,EDGX,21756
2017/11/21,SPY,S,BATS,214199
2017/11/21,SPY,S,CBOE,433535
2017/11/21,SPY,S,EDGX,44698
2017/11/22,SPY,S,BATS,169048
2017/11/22,SPY,S,CBOE,238893
2017/11/22,SPY,S,EDGX,26983
2017/11/24,SPY,S,BATS,109064
2017/11/24,SPY,S,CBOE,154537
2017/11/24,SPY,S,EDGX,21638
2017/11/27,SPY,S,BATS,170498
2017/11/27,SPY,S,CBOE,909333
2017/11/27,SPY,S,EDGX,20665
2017/11/28,SPY,S,BATS,396220
2017/11/28,SPY,S,CBOE,1201397
2017/11/28,SPY,S,EDGX,52682
2017/11/29,SPY,S,BATS,333809
2017/11/29,SPY,S,CBOE,510955
2017/11/29,SPY,S,EDGX,38796
2017/11/30,SPY,S,BATS,439516
2017/11/30,SPY,S,CBOE,711645
2017/11/30,SPY,S,EDGX,77124
2017/12/01,SPY,S,BATS,586319
2017/12/01,SPY,S,CBOE,770560
2017/12/01,SPY,S,EDGX,91808
2017/12/04,SPY,S,BATS,310468
2017/12/04,SPY,S,CBOE,587165
2017/12/04,SPY,S,EDGX,68374
2017/12/05,SPY,S,BATS,245914
2017/12/05,SPY,S,CBOE,398936
2017/12/05,SPY,S,EDGX,53695
2017/12/06,SPY,S,BATS,212911
2017/12/06,SPY,S,CBOE,258260
2017/12/06,SPY,S,EDGX,49784
2017/12/07,SPY,S,BATS,204108
2017/12/07,SPY,S,CBOE,235751
2017/12/07,SPY,S,EDGX,37586
2017/12/08,SPY,S,BATS,299496
2017/12/08,SPY,S,CBOE,326014
2017/12/08,SPY,S,EDGX,51963
2017/12/11,SPY,S,BATS,165038
2017/12/11,SPY,S,CBOE,330987
2017/12/11,SPY,S,EDGX,32905
2017/12/12,SPY,S,BATS,156155
2017/12/12,SPY,S,CBOE,506066
2017/12/12,SPY,S,EDGX,31991
2017/12/13,SPY,S,BATS,240482
2017/12/13,SPY,S,CBOE,351945
2017/12/13,SPY,S,EDGX,44930
2017/12/14,SPY,S,BATS,277529
2017/12/14,SPY,S,CBOE,392700
2017/12/14,SPY,S,EDGX,43900
2017/12/15,SPY,S,BATS,396909
2017/12/15,SPY,S,CBOE,528386
2017/12/15,SPY,S,EDGX,72447
2017/12/18,SPY,S,BATS,209214
2017/12/18,SPY,S,CBOE,1012254
2017/12/18,SPY,S,EDGX,53897
2017/12/19,SPY,S,BATS,171021
2017/12/19,SPY,S,CBOE,260968
2017/12/19,SPY,S,EDGX,42682
2017/12/20,SPY,S,BATS,235818
2017/12/20,SPY,S,CBOE,496895
2017/12/20,SPY,S,EDGX,59794
2017/12/21,SPY,S,BATS,165276
2017/12/21,SPY,S,CBOE,341047
2017/12/21,SPY,S,EDGX,46805
2017/12/22,SPY,S,BATS,185023
2017/12/22,SPY,S,CBOE,215084
2017/12/22,SPY,S,EDGX,37408
2017/12/26,SPY,S,BATS,89094
2017/12/26,SPY,S,CBOE,231120
2017/12/26,SPY,S,EDGX,20363
2017/12/27,SPY,S,BATS,167816
2017/12/27,SPY,S,CBOE,210833
2017/12/27,SPY,S,EDGX,24066
2017/12/28,SPY,S,BATS,138399
2017/12/28,SPY,S,CBOE,163292
2017/12/28,SPY,S,EDGX,23728
2017/12/29,SPY,S,BATS,301023
2017/12/29,SPY,S,CBOE,362187
2017/12/29,SPY,S,EDGX,49308
2018/01/02,SPY,S,BATS,215376
2018/01/02,SPY,S,CBOE,478210
2018/01/02,SPY,S,EDGX,47705
2018/01/03,SPY,S,BATS,267359
2018/01/03,SPY,S,CBOE,560043
2018/01/03,SPY,S,EDGX,72629
2018/01/04,SPY,S,BATS,282535
2018/01/04,SPY,S,CBOE,799196
2018/01/04,SPY,S,EDGX,69732
2018/01/05,SPY,S,BATS,290522
2018/01/05,SPY,S,CBOE,641343
2018/01/05,SPY,S,EDGX,98135
2018/01/08,SPY,S,BATS,138683
2018/01/08,SPY,S,CBOE,480355
2018/01/08,SPY,S,EDGX,54448
2018/01/09,SPY,S,BATS,279199
2018/01/09,SPY,S,CBOE,489704
2018/01/09,SPY,S,EDGX,67109
2018/01/10,SPY,S,BATS,271147
2018/01/10,SPY,S,CBOE,562759
2018/01/10,SPY,S,EDGX,85890
2018/01/11,SPY,S,BATS,227564
2018/01/11,SPY,S,CBOE,419014
2018/01/11,SPY,S,EDGX,77205
2018/01/12,SPY,S,BATS,419360
2018/01/12,SPY,S,CBOE,880969
2018/01/12,SPY,S,EDGX,97808
2018/01/16,SPY,S,BATS,404893
2018/01/16,SPY,S,CBOE,768510
2018/01/16,SPY,S,EDGX,138799
2018/01/17,SPY,S,BATS,382403
2018/01/17,SPY,S,CBOE,557116
2018/01/17,SPY,S,EDGX,106796
2018/01/18,SPY,S,BATS,296105
2018/01/18,SPY,S,CBOE,307440
2018/01/18,SPY,S,EDGX,89303
2018/01/19,SPY,S,BATS,303065
2018/01/19,SPY,S,CBOE,460354
2018/01/19,SPY,S,EDGX,83646
2018/01/22,SPY,S,BATS,271451
2018/01/22,SPY,S,CBOE,631069
2018/01/22,SPY,S,EDGX,89330
2018/01/23,SPY,S,BATS,305812
2018/01/23,SPY,S,CBOE,811973
2018/01/23,SPY,S,EDGX,88199
2018/01/24,SPY,S,BATS,476423
2018/01/24,SPY,S,CBOE,775119
2018/01/24,SPY,S,EDGX,113920
2018/01/25,SPY,S,BATS,244228
2018/01/25,SPY,S,CBOE,347213
2018/01/25,SPY,S,EDGX,79487
2018/01/26,SPY,S,BATS,461278
2018/01/26,SPY,S,CBOE,596563
2018/01/26,SPY,S,EDGX,108013
2018/01/29,SPY,S,BATS,381754
2018/01/29,SPY,S,CBOE,601427
2018/01/29,SPY,S,EDGX,83937
2018/01/30,SPY,S,BATS,469028
2018/01/30,SPY,S,CBOE,665037
2018/01/30,SPY,S,EDGX,113046
2018/01/31,SPY,S,BATS,346400
2018/01/31,SPY,S,CBOE,726710
2018/01/31,SPY,S,EDGX,91533
2018/02/01,SPY,S,BATS,332762
2018/02/01,SPY,S,CBOE,396862
2018/02/01,SPY,S,EDGX,71082
2018/02/02,SPY,S,BATS,733599
2018/02/02,SPY,S,CBOE,1314169
2018/02/02,SPY,S,EDGX,179748
2018/02/05,SPY,S,BATS,810318
2018/02/05,SPY,S,CBOE,1474557
2018/02/05,SPY,S,EDGX,164199
2018/02/06,SPY,S,BATS,825639
2018/02/06,SPY,S,CBOE,1391155
2018/02/06,SPY,S,EDGX,152551
2018/02/07,SPY,S,BATS,606503
2018/02/07,SPY,S,CBOE,923673
2018/02/07,SPY,S,EDGX,138279
2018/02/08,SPY,S,BATS,568338
2018/02/08,SPY,S,CBOE,965264
2018/02/08,SPY,S,EDGX,133600
2018/02/09,SPY,S,BATS,638906
2018/02/09,SPY,S,CBOE,1033564
2018/02/09,SPY,S,EDGX,214968
2018/02/12,SPY,S,BATS,434307
2018/02/12,SPY,S,CBOE,849631
2018/02/12,SPY,S,EDGX,108126
2018/02/13,SPY,S,BATS,326525
2018/02/13,SPY,S,CBOE,567530
2018/02/13,SPY,S,EDGX,86614
2018/02/14,SPY,S,BATS,421961
2018/02/14,SPY,S,CBOE,772524
2018/02/14,SPY,S,EDGX,137627
2018/02/15,SPY,S,BATS,368863
2018/02/15,SPY,S,CBOE,862088
2018/02/15,SPY,S,EDGX,136194
2018/02/16,SPY,S,BATS,466807
2018/02/16,SPY,S,CBOE,792657
2018/02/16,SPY,S,EDGX,149757
2018/02/20,SPY,S,BATS,258264
2018/02/20,SPY,S,CBOE,454687
2018/02/20,SPY,S,EDGX,83860
2018/02/21,SPY,S,BATS,386082
2018/02/21,SPY,S,CBOE,598436
2018/02/21,SPY,S,EDGX,134107
2018/02/22,SPY,S,BATS,428677
2018/02/22,SPY,S,CBOE,436172
2018/02/22,SPY,S,EDGX,119181
2018/02/23,SPY,S,BATS,494634
2018/02/23,SPY,S,CBOE,715837
2018/02/23,SPY,S,EDGX,136108
2018/02/26,SPY,S,BATS,382917
2018/02/26,SPY,S,CBOE,661728
2018/02/26,SPY,S,EDGX,135050
2018/02/27,SPY,S,BATS,526184
2018/02/27,SPY,S,CBOE,735381
2018/02/27,SPY,S,EDGX,59162
2018/02/28,SPY,S,BATS,491007
2018/02/28,SPY,S,CBOE,661673
2018/02/28,SPY,S,EDGX,102293
2018/03/01,SPY,S,BATS,643415
2018/03/01,SPY,S,CBOE,1147522
2018/03/01,SPY,S,EDGX,186932
2018/03/02,SPY,S,BATS,549530
2018/03/02,SPY,S,CBOE,971345
2018/03/02,SPY,S,EDGX,136927
2018/03/05,SPY,S,BATS,372844
2018/03/05,SPY,S,CBOE,613643
2018/03/05,SPY,S,EDGX,111970
2018/03/06,SPY,S,BATS,297470
2018/03/06,SPY,S,CBOE,448735
2018/03/06,SPY,S,EDGX,95800
2018/03/07,SPY,S,BATS,444007
2018/03/07,SPY,S,CBOE,488451
2018/03/07,SPY,S,EDGX,128967
2018/03/08,SPY,S,BATS,336460
2018/03/08,SPY,S,CBOE,416698
2018/03/08,SPY,S,EDGX,106742
2018/03/09,SPY,S,BATS,534584
2018/03/09,SPY,S,CBOE,823903
2018/03/09,SPY,S,EDGX,166722
2018/03/12,SPY,S,BATS,327812
2018/03/12,SPY,S,CBOE,464997
2018/03/12,SPY,S,EDGX,123155
2018/03/13,SPY,S,BATS,555540
2018/03/13,SPY,S,CBOE,552361
2018/03/13,SPY,S,EDGX,139993
2018/03/14,SPY,S,BATS,438142
2018/03/14,SPY,S,CBOE,662875
2018/03/14,SPY,S,EDGX,156897
2018/03/15,SPY,S,BATS,391794
2018/03/15,SPY,S,CBOE,514528
2018/03/15,SPY,S,EDGX,110659
2018/03/16,SPY,S,BATS,287768
2018/03/16,SPY,S,CBOE,619488
2018/03/16,SPY,S,EDGX,106523
2018/03/19,SPY,S,BATS,499626
2018/03/19,SPY,S,CBOE,831580
2018/03/19,SPY,S,EDGX,204494
2018/03/20,SPY,S,BATS,243655
2018/03/20,SPY,S,CBOE,337752
2018/03/20,SPY,S,EDGX,77059
2018/03/21,SPY,S,BATS,309258
2018/03/21,SPY,S,CBOE,534948
2018/03/21,SPY,S,EDGX,129278
2018/03/22,SPY,S,BATS,517116
2018/03/22,SPY,S,CBOE,799971
2018/03/22,SPY,S,EDGX,215452
2018/03/23,SPY,S,BATS,624734
2018/03/23,SPY,S,CBOE,1119281
2018/03/23,SPY,S,EDGX,285733
2018/03/26,SPY,S,BATS,424044
2018/03/26,SPY,S,CBOE,851599
2018/03/26,SPY,S,EDGX,208140
2018/03/27,SPY,S,BATS,375147
2018/03/27,SPY,S,CBOE,582751
2018/03/27,SPY,S,EDGX,181234
2018/03/28,SPY,S,BATS,557747
2018/03/28,SPY,S,CBOE,739545
2018/03/28,SPY,S,EDGX,200528
2018/03/29,SPY,S,BATS,411595
2018/03/29,SPY,S,CBOE,628932
2018/03/29,SPY,S,EDGX,189069
2018/04/02,SPY,S,BATS,492215
2018/04/02,SPY,S,CBOE,1111363
2018/04/02,SPY,S,EDGX,268329
2018/04/03,SPY,S,BATS,326050
2018/04/03,SPY,S,CBOE,545062
2018/04/03,SPY,S,EDGX,145290
2018/04/04,SPY,S,BATS,491951
2018/04/04,SPY,S,CBOE,785676
2018/04/04,SPY,S,EDGX,176176
2018/04/05,SPY,S,BATS,307996
2018/04/05,SPY,S,CBOE,601359
2018/04/05,SPY,S,EDGX,117495
2018/04/06,SPY,S,BATS,512363
2018/04/06,SPY,S,CBOE,890922
2018/04/06,SPY,S,EDGX,184179
2018/04/09,SPY,S,BATS,394717
2018/04/09,SPY,S,CBOE,571799
2018/04/09,SPY,S,EDGX,142458
2018/04/10,SPY,S,BATS,383098
2018/04/10,SPY,S,CBOE,514252
2018/04/10,SPY,S,EDGX,136303
2018/04/11,SPY,S,BATS,351918
2018/04/11,SPY,S,CBOE,488094
2018/04/11,SPY,S,EDGX,114127
2018/04/12,SPY,S,BATS,313587
2018/04/12,SPY,S,CBOE,432879
2018/04/12,SPY,S,EDGX,117050
2018/04/13,SPY,S,BATS,374201
2018/04/13,SPY,S,CBOE,519976
2018/04/13,SPY,S,EDGX,132579
2018/04/16,SPY,S,BATS,287076
2018/04/16,SPY,S,CBOE,414828
2018/04/16,SPY,S,EDGX,123655
2018/04/17,SPY,S,BATS,409179
2018/04/17,SPY,S,CBOE,739723
2018/04/17,SPY,S,EDGX,110482
2018/04/18,SPY,S,BATS,371087
2018/04/18,SPY,S,CBOE,505302
2018/04/18,SPY,S,EDGX,100404
2018/04/19,SPY,S,BATS,410692
2018/04/19,SPY,S,CBOE,511193
2018/04/19,SPY,S,EDGX,106137
2018/04/20,SPY,S,BATS,479751
2018/04/20,SPY,S,CBOE,547444
2018/04/20,SPY,S,EDGX,137997
2018/04/23,SPY,S,BATS,315198
2018/04/23,SPY,S,CBOE,413092
2018/04/23,SPY,S,EDGX,108019
2018/04/24,SPY,S,BATS,531047
2018/04/24,SPY,S,CBOE,747757
2018/04/24,SPY,S,EDGX,165983
2018/04/25,SPY,S,BATS,358461
2018/04/25,SPY,S,CBOE,439685
2018/04/25,SPY,S,EDGX,127714
2018/04/26,SPY,S,BATS,314663
2018/04/26,SPY,S,CBOE,553815
2018/04/26,SPY,S,EDGX,108120
2018/04/27,SPY,S,BATS,350493
2018/04/27,SPY,S,CBOE,420705
2018/04/27,SPY,S,EDGX,110333
2018/04/30,SPY,S,BATS,326275
2018/04/30,SPY,S,CBOE,383136
2018/04/30,SPY,S,EDGX,104067
2018/05/01,SPY,S,BATS,257032
2018/05/01,SPY,S,CBOE,403996
2018/05/01,SPY,S,EDGX,105635
2018/05/02,SPY,S,BATS,249839
2018/05/02,SPY,S,CBOE,305577
2018/05/02,SPY,S,EDGX,104620
2018/05/03,SPY,S,BATS,406996
2018/05/03,SPY,S,CBOE,621892
2018/05/03,SPY,S,EDGX,172295
2018/05/04,SPY,S,BATS,358580
2018/05/04,SPY,S,CBOE,794581
2018/05/04,SPY,S,EDGX,196270
2018/05/07,SPY,S,BATS,259408
2018/05/07,SPY,S,CBOE,397421
2018/05/07,SPY,S,EDGX,123548
2018/05/08,SPY,S,BATS,205241
2018/05/08,SPY,S,CBOE,247941
2018/05/08,SPY,S,EDGX,89292
2018/05/09,SPY,S,BATS,329969
2018/05/09,SPY,S,CBOE,462457
2018/05/09,SPY,S,EDGX,135981
2018/05/10,SPY,S,BATS,308970
2018/05/10,SPY,S,CBOE,716414
2018/05/10,SPY,S,EDGX,168404
2018/05/11,SPY,S,BATS,297026
2018/05/11,SPY,S,CBOE,655238
2018/05/11,SPY,S,EDGX,137494
2018/05/14,SPY,S,BATS,323243
2018/05/14,SPY,S,CBOE,364076
2018/05/14,SPY,S,EDGX,133824
2018/05/15,SPY,S,BATS,332667
2018/05/15,SPY,S,CBOE,426325
2018/05/15,SPY,S,EDGX,116927
2018/05/16,SPY,S,BATS,273373
2018/05/16,SPY,S,CBOE,371059
2018/05/16,SPY,S,EDGX,146361
2018/05/17,SPY,S,BATS,268866
2018/05/17,SPY,S,CBOE,327858
2018/05/17,SPY,S,EDGX,141556
2018/05/18,SPY,S,BATS,276434
2018/05/18,SPY,S,CBOE,390798
2018/05/18,SPY,S,EDGX,131315
2018/05/21,SPY,S,BATS,261426
2018/05/21,SPY,S,CBOE,393787
2018/05/21,SPY,S,EDGX,128216
2018/05/22,SPY,S,BATS,214640
2018/05/22,SPY,S,CBOE,268343
2018/05/22,SPY,S,EDGX,89782
2018/05/23,SPY,S,BATS,338505
2018/05/23,SPY,S,CBOE,295407
2018/05/23,SPY,S,EDGX,139628
2018/05/24,SPY,S,BATS,258065
2018/05/24,SPY,S,CBOE,244906
2018/05/24,SPY,S,EDGX,131281
2018/05/25,SPY,S,BATS,225445
2018/05/25,SPY,S,CBOE,322434
2018/05/25,SPY,S,EDGX,174535
2018/05/29,SPY,S,BATS,368009
2018/05/29,SPY,S,CBOE,456482
2018/05/29,SPY,S,EDGX,239868
2018/05/30,SPY,S,BATS,275056
2018/05/30,SPY,S,CBOE,547547
2018/05/30,SPY,S,EDGX,149784
2018/05/31,SPY,S,BATS,258124
2018/05/31,SPY,S,CBOE,422279
2018/05/31,SPY,S,EDGX,100608
2018/06/01,SPY,S,BATS,239981
2018/06/01,SPY,S,CBOE,426331
2018/06/01,SPY,S,EDGX,142762
2018/06/04,SPY,S,BATS,148493
2018/06/04,SPY,S,CBOE,307491
2018/06/04,SPY,S,EDGX,127779
2018/06/05,SPY,S,BATS,182767
2018/06/05,SPY,S,CBOE,200600
2018/06/05,SPY,S,EDGX,106639
2018/06/06,SPY,S,BATS,252089
2018/06/06,SPY,S,CBOE,467984
2018/06/06,SPY,S,EDGX,140563
2018/06/07,SPY,S,BATS,251498
2018/06/07,SPY,S,CBOE,435375
2018/06/07,SPY,S,EDGX,135347
2018/06/08,SPY,S,BATS,174095
2018/06/08,SPY,S,CBOE,318065
2018/06/08,SPY,S,EDGX,115702
2018/06/11,SPY,S,BATS,154014
2018/06/11,SPY,S,CBOE,345175
2018/06/11,SPY,S,EDGX,106829
2018/06/12,SPY,S,BATS,136622
2018/06/12,SPY,S,CBOE,330359
2018/06/12,SPY,S,EDGX,90763
2018/06/13,SPY,S,BATS,208068
2018/06/13,SPY,S,CBOE,432952
2018/06/13,SPY,S,EDGX,131885
2018/06/14,SPY,S,BATS,209457
2018/06/14,SPY,S,CBOE,436181
2018/06/14,SPY,S,EDGX,99592
2018/06/15,SPY,S,BATS,265892
2018/06/15,SPY,S,CBOE,371263
2018/06/15,SPY,S,EDGX,129169
2018/06/18,SPY,S,BATS,115620
2018/06/18,SPY,S,CBOE,263458
2018/06/18,SPY,S,EDGX,92118
2018/06/19,SPY,S,BATS,231329
2018/06/19,SPY,S,CBOE,363787
2018/06/19,SPY,S,EDGX,91188
2018/06/20,SPY,S,BATS,160660
2018/06/20,SPY,S,CBOE,308050
2018/06/20,SPY,S,EDGX,86895
2018/06/21,SPY,S,BATS,197021
2018/06/21,SPY,S,CBOE,376777
2018/06/21,SPY,S,EDGX,93167
2018/06/22,SPY,S,BATS,155782
2018/06/22,SPY,S,CBOE,319804
2018/06/22,SPY,S,EDGX,91890
2018/06/25,SPY,S,BATS,462189
2018/06/25,SPY,S,CBOE,730317
2018/06/25,SPY,S,EDGX,231838
2018/06/26,SPY,S,BATS,178411
2018/06/26,SPY,S,CBOE,332476
2018/06/26,SPY,S,EDGX,89949
2018/06/27,SPY,S,BATS,355197
2018/06/27,SPY,S,CBOE,468742
2018/06/27,SPY,S,EDGX,157251
2018/06/28,SPY,S,BATS,244285
2018/06/28,SPY,S,CBOE,435674
2018/06/28,SPY,S,EDGX,110522
2018/06/29,SPY,S,BATS,248375
2018/06/29,SPY,S,CBOE,416056
2018/06/29,SPY,S,EDGX,120740
2018/07/02,SPY,S,BATS,205385
2018/07/02,SPY,S,CBOE,454819
2018/07/02,SPY,S,EDGX,135857
2018/07/03,SPY,S,BATS,163713
2018/07/03,SPY,S,CBOE,190389
2018/07/03,SPY,S,EDGX,76166
2018/07/05,SPY,S,BATS,218529
2018/07/05,SPY,S,CBOE,245972
2018/07/05,SPY,S,EDGX,101211
2018/07/06,SPY,S,BATS,286410
2018/07/06,SPY,S,CBOE,361156
2018/07/06,SPY,S,EDGX,146362
2018/07/09,SPY,S,BATS,175537
2018/07/09,SPY,S,CBOE,519789
2018/07/09,SPY,S,EDGX,116679
2018/07/10,SPY,S,BATS,171391
2018/07/10,SPY,S,CBOE,418292
2018/07/10,SPY,S,EDGX,82037
2018/07/11,SPY,S,BATS,255871
2018/07/11,SPY,S,CBOE,421528
2018/07/11,SPY,S,EDGX,136305
2018/07/12,SPY,S,BATS,223285
2018/07/12,SPY,S,CBOE,397170
2018/07/12,SPY,S,EDGX,99345
2018/07/13,SPY,S,BATS,204008
2018/07/13,SPY,S,CBOE,318377
2018/07/13,SPY,S,EDGX,105460
2018/07/16,SPY,S,BATS,166784
2018/07/16,SPY,S,CBOE,233641
2018/07/16,SPY,S,EDGX,81439
2018/07/17,SPY,S,BATS,196548
2018/07/17,SPY,S,CBOE,335598
2018/07/17,SPY,S,EDGX,111980
2018/07/18,SPY,S,BATS,139591
2018/07/18,SPY,S,CBOE,244754
2018/07/18,SPY,S,EDGX,85106
2018/07/19,SPY,S,BATS,209276
2018/07/19,SPY,S,CBOE,317234
2018/07/19,SPY,S,EDGX,92012
2018/07/20,SPY,S,BATS,232201
2018/07/20,SPY,S,CBOE,383544
2018/07/20,SPY,S,EDGX,124154
2018/07/23,SPY,S,BATS,141930
2018/07/23,SPY,S,CBOE,248598
2018/07/23,SPY,S,EDGX,92050
2018/07/24,SPY,S,BATS,207484
2018/07/24,SPY,S,CBOE,444388
2018/07/24,SPY,S,EDGX,114588
2018/07/25,SPY,S,BATS,229437
2018/07/25,SPY,S,CBOE,415727
2018/07/25,SPY,S,EDGX,123223
2018/07/26,SPY,S,BATS,199116
2018/07/26,SPY,S,CBOE,227175
2018/07/26,SPY,S,EDGX,88603
2018/07/27,SPY,S,BATS,337069
2018/07/27,SPY,S,CBOE,475004
2018/07/27,SPY,S,EDGX,168190
2018/07/30,SPY,S,BATS,208207
2018/07/30,SPY,S,CBOE,263184
2018/07/30,SPY,S,EDGX,104243
2018/07/31,SPY,S,BATS,181601
2018/07/31,SPY,S,CBOE,294326
2018/07/31,SPY,S,EDGX,96883
2018/08/01,SPY,S,BATS,247681
2018/08/01,SPY,S,CBOE,317448
2018/08/01,SPY,S,EDGX,99571
2018/08/02,SPY,S,BATS,232492
2018/08/02,SPY,S,CBOE,300235
2018/08/02,SPY,S,EDGX,131116
2018/08/03,SPY,S,BATS,182329
2018/08/03,SPY,S,CBOE,260310
2018/08/03,SPY,S,EDGX,93565
2018/08/06,SPY,S,BATS,129093
2018/08/06,SPY,S,CBOE,337401
2018/08/06,SPY,S,EDGX,100082
2018/08/07,SPY,S,BATS,139795
2018/08/07,SPY,S,CBOE,541996
2018/08/07,SPY,S,EDGX,90707
2018/08/08,SPY,S,BATS,97977
2018/08/08,SPY,S,CBOE,272430
2018/08/08,SPY,S,EDGX,97150
2018/08/09,SPY,S,BATS,129546
2018/08/09,SPY,S,CBOE,226810
2018/08/09,SPY,S,EDGX,52854
2018/08/10,SPY,S,BATS,310793
2018/08/10,SPY,S,CBOE,416242
2018/08/10,SPY,S,EDGX,159297
2018/08/13,SPY,S,BATS,291816
2018/08/13,SPY,S,CBOE,306678
2018/08/13,SPY,S,EDGX,158731
2018/08/14,SPY,S,BATS,208112
2018/08/14,SPY,S,CBOE,222916
2018/08/14,SPY,S,EDGX,92534
2018/08/15,SPY,S,BATS,458361
2018/08/15,SPY,S,CBOE,707138
2018/08/15,SPY,S,EDGX,174666
2018/08/16,SPY,S,BATS,285393
2018/08/16,SPY,S,CBOE,472668
2018/08/16,SPY,S,EDGX,95901
2018/08/17,SPY,S,BATS,252135
2018/08/17,SPY,S,CBOE,391074
2018/08/17,SPY,S,EDGX,111965
2018/08/20,SPY,S,BATS,139004
2018/08/20,SPY,S,CBOE,261972
2018/08/20,SPY,S,EDGX,73962
2018/08/21,SPY,S,BATS,195361
2018/08/21,SPY,S,CBOE,340155
2018/08/21,SPY,S,EDGX,75900
2018/08/22,SPY,S,BATS,161421
2018/08/22,SPY,S,CBOE,250784
2018/08/22,SPY,S,EDGX,75462
2018/08/23,SPY,S,BATS,188165
2018/08/23,SPY,S,CBOE,521112
2018/08/23,SPY,S,EDGX,76199
2018/08/24,SPY,S,BATS,224439
2018/08/24,SPY,S,CBOE,390475
2018/08/24,SPY,S,EDGX,151035
2018/08/27,SPY,S,BATS,180247
2018/08/27,SPY,S,CBOE,343696
2018/08/27,SPY,S,EDGX,116066
2018/08/28,SPY,S,BATS,118676
2018/08/28,SPY,S,CBOE,252794
2018/08/28,SPY,S,EDGX,82119
2018/08/29,SPY,S,BATS,179233
2018/08/29,SPY,S,CBOE,332435
2018/08/29,SPY,S,EDGX,111939
2018/08/30,SPY,S,BATS,254121
2018/08/30,SPY,S,CBOE,284952
2018/08/30,SPY,S,EDGX,128712
2018/08/31,SPY,S,BATS,245993
2018/08/31,SPY,S,CBOE,281350
2018/08/31,SPY,S,EDGX,145933
2018/09/04,SPY,S,BATS,166684
2018/09/04,SPY,S,CBOE,262762
2018/09/04,SPY,S,EDGX,106444
2018/09/05,SPY,S,BATS,217884
2018/09/05,SPY,S,CBOE,310062
2018/09/05,SPY,S,EDGX,109758
2018/09/06,SPY,S,BATS,285074
2018/09/06,SPY,S,CBOE,402994
2018/09/06,SPY,S,EDGX,118316
2018/09/07,SPY,S,BATS,261889
2018/09/07,SPY,S,CBOE,335181
2018/09/07,SPY,S,EDGX,127780
2018/09/10,SPY,S,BATS,146180
2018/09/10,SPY,S,CBOE,168182
2018/09/10,SPY,S,EDGX,52462
2018/09/11,SPY,S,BATS,124232
2018/09/11,SPY,S,CBOE,267032
2018/09/11,SPY,S,EDGX,53924
